UMAP 0,UMAP 1,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
-10.636034,15.496515,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBM,HBA1,FOS,CA1
7.4757934,13.917449,Transitional B,CD79B,TCL1A,IGHM,IGLC1,VPREB3,HLA-DRA,CD24,BCL7A
6.830219,-9.321276,CD8+ T naive,CD8B,CD8,LINC02446,AIF1,CD8A,JUNB,PCED1B-AS1,ID2
14.833908,-3.5185504,NK,GNLY,NKG7,CCL4,CTSW,KLRD1,CD7,KLRF1,AREG
1.5554173,-9.58137,CD4+ T naive,MALAT1,HIST1H4C,AIF1,CRIP1,SAT1,ARL4C,DNAJB1,HBD
-12.0511875,9.693118,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,AHSP,FOS
-11.924687,14.050373,Reticulocyte,MALAT1,HBM,HBA2,HBD,HBB,HBA1,TPT1,AHSP
-12.679827,14.254368,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,AHSP,TPT1,HBM
-11.939445,14.755914,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,CA1,TPT1
-3.388116,-12.615446,CD4+ T naive,JUNB,FOS,TNFAIP3,PCED1B-AS1,CRIP1,CD69,MALAT1,BCL11B
-12.625866,12.675039,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBM,TPT1,HBD,AHSP
-0.12657021,-13.71349,CD4+ T naive,TRBC1,FOS,JUNB,CD69,MALAT1,ARL4C,TNFAIP3,IL7R
2.9703083,6.8402114,Erythroblast,HIST1H4C,HBM,HBD,HBB,AHSP,HBA2,CA1,HBA1
-2.049521,-7.044737,CD4+ T activated,IL7R,H1FX,GZMK,AL499604.1,KLF6,CD7,HBA1,JUN
-14.323759,10.390936,Reticulocyte,MALAT1,HBA2,HBA1,HBB,TPT1,FOS,HBD,HIST1H4C
-4.5699863,-7.575943,CD4+ T activated,CRIP1,H1FX,ANXA1,TNFAIP3,IL7R,ITGB1,FOS,TPT1
2.1254883,-12.253082,CD4+ T naive,TRBC1,JUNB,JUN,IL7R,MALAT1,HBA2,HIST1H4C,CITED2
10.231606,0.50432634,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,GZMH,CST7,KLRK1,CD8B
-17.260437,11.860328,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,FOS,HBD,HIST1H4C
-12.135483,10.77145,Reticulocyte,MALAT1,HBD,HBA2,HBA1,HBB,HBM,TPT1,AHSP
9.486729,-10.010066,CD8+ T naive,CD8,CD8B,IL7R,JUNB,LINC02446,TMSB10,CRIP1,TRBC2
-5.0191865,7.3559766,Normoblast,HBM,HBB,HBA2,HBD,TPT1,MALAT1,HBA1,SLC25A37
-14.882354,13.478415,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TPT1,AHSP
-1.4689102,-11.216166,CD4+ T naive,MALAT1,JUNB,FOSB,FOS,GPR183,SAT1,S100A11,TRBC1
16.370121,16.827866,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,HLA-DRB1,CD74,HLA-DPB1,MS4A1
-16.035868,11.845125,Reticulocyte,MALAT1,HBA2,HBA1,HBB,HBD,AHSP,TPT1,FOS
-13.9902525,14.134417,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,TPT1,AHSP
9.179954,-7.9188414,CD8+ T naive,CD8B,CD8,LINC02446,HBA1,CD8A,NEAT1,AIF1,MALAT1
15.007056,-2.1809902,NK,GNLY,NKG7,KLRD1,CLIC3,SAT1,JUN,CD7,KLRB1
-4.7137184,-5.210649,CD4+ T activated,IL7R,KLRB1,ZFP36,JUN,GZMK,NEAT1,TRAC,TPT1
-16.63167,-5.5560336,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,FCN1,NEAT1,AC020656.1,LGALS1
-14.192347,11.111652,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,AHSP,FOS
-1.6102402,-11.71538,CD4+ T naive,MALAT1,IL7R,HIST1H4C,FOS,GIMAP7,AIF1,ARL4C,TCF7
-11.883108,14.115078,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,HBA1,TPT1,AHSP
8.65889,-10.812097,CD8+ T naive,CD8,CD8B,CD8A,JUN,LINC02446,JUNB,HBA1,HBD
0.28817445,-11.209298,CD4+ T naive,MALAT1,JUNB,TNFAIP3,TRAC,BCL11B,HBD,HBA2,TPT1
-12.783559,11.601921,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,AHSP,HBM
4.624486,-11.240206,CD8+ T naive,CD8,CD8B,JUNB,KLRK1,PCED1B-AS1,HBB,HBA2,TRAT1
-12.798779,12.020713,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,AHSP,FOS
15.995323,0.39402393,NK,GNLY,NKG7,GZMB,CCL4,PRF1,FGFBP2,CTSW,KLRD1
15.2649555,16.698454,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,IGHD,CD74,TCL1A,CD79B
15.867845,0.14807968,NK,GNLY,NKG7,CCL4,GZMB,PRF1,KLRD1,FGFBP2,SPON2
-11.396382,14.072369,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBD,HBA1,TPT1,FOS
-2.0278149,-9.326624,CD4+ T activated,CD69,MALAT1,TRBC1,IL7R,TRAC,SAT1,H1FX,GZMK
-3.0154464,-11.246243,CD4+ T naive,JUNB,TRBC1,CRIP1,FOS,IL7R,TNFAIP3,ANXA1,AL499604.1
1.5264275,-8.851586,CD4+ T activated,MALAT1,HBD,SAT1,IL7R,CD7,GPR183,H1FX,TRAC
-16.759176,-5.7319083,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,NEAT1,VCAN,AC020656.1,MNDA
7.1844845,-9.542632,CD8+ T naive,CD8B,CD8,CD8A,IL7R,HBB,TRBC1,HBD,LINC02446
-1.6604002,-11.2934065,CD4+ T naive,IL7R,H1FX,MALAT1,JUN,NEAT1,HIST1H4C,GZMM,FOS
9.11846,-9.540393,CD8+ T naive,CD8B,CD8,LINC02446,KLRK1,IL7R,FOS,JUNB,MALAT1
1.2519639,-9.129736,CD4+ T activated,MALAT1,AL627171.2,H1FX,TRAC,BCL11B,TRBC1,TRBC2,FOS
8.774626,-8.188315,CD8+ T naive,LINC02446,CD8,CD8B,JUNB,CD8A,HBD,FOS,HIST1H1D
9.83321,0.696502,CD8+ T CD57+ CD45RA+,GNLY,NKG7,GZMH,FGFBP2,GZMB,HBA1,PRF1,CCL5
9.792273,-9.071055,CD8+ T naive,CD8B,CD8,JUN,CD8A,H1FX,HBA1,GZMM,MALAT1
1.1078192,-10.324551,CD4+ T activated,MALAT1,CRIP1,HIST1H4C,SAT1,TPT1,ARL4C,JUNB,ANXA1
7.6207633,-10.326344,CD8+ T naive,CD8B,CD8,TRBC2,JUN,JUNB,LINC02446,CD69,HBB
10.765726,0.64952713,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,FOS,GZMH,FGFBP2,HBA1
10.206329,0.6630787,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,CCL4,GZMH,FGFBP2,PRF1
-8.639284,12.150366,Reticulocyte,HBM,HBD,MALAT1,HBA2,HBB,HBA1,TPT1,AHSP
-4.5736723,-8.607922,CD4+ T activated,IL7R,CRIP1,HBA1,ANXA1,TPT1,ITGB1,AL499604.1,CD74
9.110381,-9.326802,CD8+ T naive,CD8B,CD8,LINC02446,CD8A,JUN,FOS,JUNB,IL7R
-0.3695985,-10.605633,CD4+ T naive,AL499604.1,JUNB,CD8A,PRKCQ-AS1,TPT1,HBD,PCED1B-AS1,IRF1
-1.7992411,-14.446067,CD4+ T naive,JUNB,TRBC1,IL7R,H1FX,TNFAIP3,AL499604.1,MALAT1,CD7
-3.9551055,9.743608,Normoblast,MALAT1,HBB,HBD,HBA2,HBM,HBA1,TPT1,AHSP
8.762999,-8.392347,CD8+ T naive,CD8B,CD8,HBB,NUCB2,CD7,HBD,JUN,CD8A
1.2446868,-12.451054,CD4+ T activated,JUNB,TRBC1,IL7R,FOS,AL499604.1,S100A11,PRKCQ-AS1,TPT1
15.74116,-2.1200352,NK,GNLY,CCL4,NKG7,GZMB,PRF1,CTSW,KLRD1,CST7
1.4125273,-11.709587,CD4+ T naive,JUNB,CD69,FOS,NEAT1,JUN,IL7R,HIST1H4C,GIMAP7
7.8814588,-10.179422,CD8+ T naive,CD8B,CD8,HBA1,CD69,JUN,HBB,CD8A,JUNB
-7.3998814,13.519655,Reticulocyte,MALAT1,HBB,HBA2,HBM,HBA1,HBD,AHSP,TPT1
0.081545345,-14.667238,CD4+ T naive,TRBC1,JUN,FOS,TNFAIP3,JUNB,TPT1,AL499604.1,CD7
8.25986,-7.6352863,CD8+ T naive,CD8B,CD8,CD8A,LINC02446,HBA1,MALAT1,TNFAIP3,AIF1
7.387553,15.387579,Transitional B,IGHM,IGKC,TCL1A,CD79B,IGLC1,IGLL1,VPREB1,VPREB3
-15.402714,12.784109,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,HBM,TPT1,AHSP
7.4560566,-11.9884205,CD8+ T naive,CD8B,FOS,CD8,JUNB,TRBC1,MALAT1,JUN,DUSP2
-17.142445,-9.2797575,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020916.1,FCN1,ANXA1,SAT1
9.707453,0.22734128,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,FGFBP2,GZMH,CD8,CD8B,TRBC2
10.417419,0.09339492,CD8+ T CD57+ CD45RA+,GNLY,NKG7,GZMB,GZMH,CCL5,PRF1,GZMA,CST7
-12.586624,14.280198,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,HBA1,TPT1,FOS
-5.60979,-8.021643,CD4+ T activated,CRIP1,IL7R,KLRB1,JUN,TPT1,S100A11,FOS,ANXA1
-14.199326,12.944172,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,AHSP,HIST1H4C
8.383052,-0.3714239,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMB,ID2,GZMH,KLRD1,FGFBP2
-17.42546,11.266829,Reticulocyte,MALAT1,HBA1,HBB,HBA2,TPT1,FOS,HBM,TMSB10
-5.0944347,7.6119633,Normoblast,HBM,HBB,HBA2,HBD,HBA1,TPT1,AHSP,PRDX2
7.7405715,-9.909273,CD8+ T naive,CD8B,CD8,CD8A,KLRK1,TPT1,MALAT1,HBA1,TRBC2
-5.6761336,7.9513226,Normoblast,HBB,HBD,HBA2,TPT1,HBM,HBA1,SLC25A37,MALAT1
7.2384176,-11.449038,CD8+ T naive,CD8,LINC02446,CD8B,JUN,JUNB,PCED1B-AS1,IL7R,HBA1
-11.5856905,11.955543,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,TPT1,AHSP
1.0687973,8.076108,Erythroblast,HBD,HBM,AHSP,HBB,PRDX2,HBA2,HBA1,TMSB10
-0.69354343,-10.232246,CD4+ T naive,MALAT1,H1FX,TPT1,TRBC2,SAT1,TRAC,CITED2,HBD
-15.141816,14.148183,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,AHSP,TPT1
0.63312715,-10.707676,CD4+ T activated,JUNB,CD69,TNFAIP3,IL7R,PCED1B-AS1,AL499604.1,MALAT1,BCL11B
-0.899855,-12.671472,CD4+ T naive,TNFAIP3,IL7R,DUSP2,DDIT4,ARL4C,HBB,H1FX,IGKC
10.643114,0.62974966,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,PRF1,SYNE2,KLRD1,FGFBP2
-2.474421,-14.670482,CD4+ T activated,CRIP1,FOS,FOSB,IRF1,JUNB,CD69,TRBC1,JUN
7.204398,-9.99776,CD8+ T naive,CD8B,LINC02446,CD8,JUNB,JUN,TPT1,IL7R,HBD
11.137726,0.71783525,CD8+ T CD57+ CD45RA+,GNLY,NKG7,GZMB,CCL5,PRF1,GZMH,CST7,KLRD1
-14.466005,14.200489,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,AHSP,TPT1,FOS
14.691719,11.649591,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79A,IGHD,CD79B,MS4A1
14.569946,-4.0690975,NK,GNLY,NKG7,KLRD1,CCL4,PRF1,GZMA,ID2,CMC1
7.2681518,15.643858,Transitional B,IGKC,CD79B,TCL1A,IGHM,IGLC1,CD24,BCL7A,TCF4
-12.304796,12.809863,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,HBM,TPT1,AHSP
-0.9873916,7.1326437,Erythroblast,HBB,HBM,HBD,HBA2,HBA1,AHSP,PRDX2,CA1
-17.69548,-7.922057,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,VCAN,AC020656.1,S100A12,MNDA
12.081782,15.449731,Transitional B,IGKC,IGHM,CD79A,CD79B,HLA-DRA,TCL1A,CD74,SAT1
-17.088438,11.962376,Reticulocyte,MALAT1,HBA2,HBA1,HBB,TPT1,HBD,FOS,HIST1H4C
-1.6562035,-4.900673,CD4+ T activated,FOS,IL7R,CCL5,ANXA1,SAT1,MALAT1,KLRB1,HBA1
-14.816612,14.433031,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,HBM,TPT1,AHSP
4.144172,9.20454,Erythroblast,HBD,HBM,HIST1H4C,PRDX2,CA1,AHSP,HBB,TUBA1B
-13.999452,14.453694,Reticulocyte,MALAT1,HBD,HBM,HBA2,HBB,HBA1,TPT1,FOS
-0.75849664,-10.386469,CD4+ T naive,MALAT1,FOS,H1FX,TRBC1,PPP2R5C,IL7R,DDIT4,HBB
-7.418993,13.553431,Reticulocyte,MALAT1,HBA2,HBB,HBM,HBD,HBA1,TPT1,AHSP
13.078026,11.855932,Naive CD20+ B IGKC-,IGHM,CD74,HLA-DRA,SAT1,IGHD,CD79A,HLA-DPB1,HLA-DRB1
8.13945,-10.371808,CD8+ T naive,CD8B,CD8,CD8A,LINC02446,FOS,TRBC1,AIF1,JUN
-14.904404,13.573573,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TPT1,AHSP
-9.835035,11.049317,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBA1,TPT1,AHSP,FOS
14.547903,11.495636,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,CD79B,HLA-DPA1,HLA-DPB1
-13.265013,13.875437,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,AHSP,HBM
8.212036,-9.643286,CD8+ T naive,CD8B,CD8,LINC02446,JUNB,JUN,CD69,KLRK1,NUCB2
0.61067647,-10.677542,CD4+ T activated,MALAT1,FOS,IL7R,NEAT1,HBA2,TRBC2,HBD,CD74
-2.9979463,-11.70833,CD4+ T naive,IL7R,TNFAIP3,FOS,SAT1,MALAT1,TPT1,PRKCQ-AS1,GPR183
9.408892,-8.496643,CD8+ T naive,CD8B,CD8,LINC02446,CD69,CD8A,HBD,IL7R,GIMAP7
-4.3592787,-10.0565,CD4+ T activated,AL499604.1,ARL4C,FOS,ITGB1,H1FX,JUNB,HBB,PCED1B-AS1
-3.001435,6.1230497,Normoblast,HBD,HBM,HBB,SLC25A37,HBA2,AHSP,HBA1,PRDX2
-2.4690247,-10.839848,CD4+ T naive,TNFAIP3,SAT1,AL499604.1,TPT1,JUN,HIST1H1D,JUNB,HBM
-15.428253,12.226315,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,AHSP,FOS
-5.3579416,-6.854535,CD4+ T activated,IL7R,FOS,ANXA1,JUNB,CCL5,CRIP1,TNFAIP3,S100A11
-3.3794317,-6.382587,CD4+ T activated,KLRB1,IL7R,CCL5,MALAT1,TRBC1,TPT1,ZFP36,TRAC
-13.238777,13.924266,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,CA1,TPT1,AHSP
8.561035,1.045912,CD8+ T CD57+ CD45RA+,NKG7,CCL5,CCL4,GZMH,GZMB,PRF1,CD8,LGALS1
10.881692,0.70084274,CD8+ T CD57+ CD45RA+,NKG7,GNLY,GZMB,CCL5,CST7,GZMH,PRF1,TRAC
-4.55116,-8.623223,CD4+ T activated,CRIP1,IL7R,FOS,ANXA1,AHNAK,NEAT1,JUN,HIST1H4C
12.915471,15.67691,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,TCL1A,MS4A1,IGHD,CD74
-18.78325,-7.476163,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,LGALS1,AC020656.1,CTSS,MNDA
9.237337,-6.8975935,CD8+ T naive,CD8B,CD8,LINC02446,HBA1,JUNB,MALAT1,NUCB2,KLRK1
8.963877,-8.227552,CD8+ T naive,CD8,KLRK1,CD7,GZMM,HBA1,HBD,A1BG,CARS
-3.1777997,5.39149,Normoblast,SLC25A37,HBM,HBD,HBB,HBA2,HBA1,AHSP,HEMGN
1.3777692,6.499764,Erythroblast,HBD,HBM,CA1,AHSP,HBB,PRDX2,HMGB2,HBA1
16.863258,15.958668,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,MS4A1,TCL1A,CD79B
0.3453952,-13.598385,CD4+ T naive,TRBC1,JUNB,AL499604.1,FOS,TNFAIP3,HIST1H4C,CRYBG1,IL7R
-10.542192,14.660016,Reticulocyte,MALAT1,HBA2,HBM,HBB,HBD,HBA1,CA1,TPT1
14.369645,-4.189816,NK,GNLY,NKG7,CTSW,KLRD1,IL2RB,SAT1,CD7,XCL2
7.3430004,15.436238,Transitional B,IGHM,IGKC,CD79B,TCL1A,VPREB3,IGLL1,H1FX,HLA-DRA
15.085571,17.460894,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
10.072115,-0.35113126,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL4,CCL5,SAT1,GZMH,FGFBP2,HBA1
1.6643585,-12.072939,CD4+ T activated,FOS,TRBC1,JUNB,ITGB1,MALAT1,ARL4C,SAT1,ANXA1
7.8692503,-10.340052,CD8+ T naive,CD8B,CD8,LINC02446,JUNB,KLRK1,FOS,JUN,IL7R
6.5508976,-10.870152,CD8+ T naive,CD8B,FOS,CD8,JUNB,JUN,TRBC1,IL7R,GIMAP7
14.503788,17.168354,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,CD74,IGHD,TCL1A,MS4A1
-19.309452,-7.0581465,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,NEAT1,AC020916.1,MNDA
7.4225025,-8.336136,CD8+ T naive,CD8B,CD8,LINC02446,HBA1,CD8A,HIST1H1D,KLRK1,JUN
-13.036146,13.243329,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,AHSP,CA1
12.444838,11.808781,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,HLA-DPB1,IGLC3,IGHD,HLA-DRB1,CD79A
10.201957,-8.351463,CD8+ T naive,CD8B,CD8,JUN,CD8A,TPT1,CTSW,LEPROTL1,GZMM
-4.8598995,-5.135311,CD4+ T activated,ANXA1,KLRB1,TPT1,CITED2,ZFP36,CD69,HBD,CRIP1
-16.339272,11.446096,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,HBD,FOS,HIST1H4C
9.76146,0.61477673,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,GZMH,CCL4,TRBC1,CST7
0.75259846,6.1970983,Erythroblast,HBD,HBM,HBB,AHSP,HBA1,HBA2,CA1,PRDX2
16.306599,-0.6608448,NK,GNLY,NKG7,CCL4,GZMB,PRF1,CTSW,KLRD1,CST7
-14.288509,-6.899517,CD14+ Mono,LYZ,S100A9,S100A8,CST3,FCN1,SAT1,LGALS1,NEAT1
14.109948,17.09781,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD79A,CD74,MS4A1,IGHD,HLA-DPB1
-7.4602284,12.876471,Reticulocyte,MALAT1,HBB,HBA2,HBD,HBM,HBA1,AHSP,CA1
12.923888,11.878465,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD79B,CD74,CD79A,TCL1A,MS4A1,SAT1
-2.8052344,-12.511666,CD4+ T naive,HIST1H4C,TRBC1,TNFAIP3,ANXA1,IL7R,JUNB,HIST1H1D,ARL4C
14.978725,-3.2601938,NK,GNLY,NKG7,GZMB,SAT1,CTSW,KLRF1,ID2,KLRD1
-12.025557,13.856211,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TPT1,AHSP
-1.0632751,-12.896458,CD4+ T naive,FOS,PCED1B-AS1,GIMAP7,KLF6,HBA1,HIST1H4C,TPT1,SAT1
9.187596,-10.651138,CD8+ T naive,CD8B,CD8,LINC02446,JUNB,HBD,TRBC2,FOS,JUN
-4.0306296,6.4769583,Normoblast,HBM,HBD,HBB,HBA2,CA1,HBA1,AHSP,SLC25A37
-1.6469309,7.931662,Normoblast,HBD,HBB,HBM,HBA2,HBA1,CA1,AHSP,CA2
-3.2153325,-12.826708,CD4+ T naive,JUNB,NEAT1,TRBC1,MALAT1,TPT1,IL7R,TRBC2,SAT1
-2.1150298,-14.325861,CD4+ T naive,TRBC1,FOS,JUNB,IL7R,JUN,HIST1H4C,ANXA1,MALAT1
7.0972667,15.620707,Transitional B,IGHM,TCL1A,CD79B,IGLC1,VPREB3,IGLL1,IGKC,HLA-DRA
-0.32820192,-13.287238,CD4+ T naive,TRBC1,H1FX,IL7R,JUNB,MALAT1,CD69,FOSB,TNFAIP3
-15.1425,10.200775,Reticulocyte,MALAT1,HBA2,HBA1,HBB,HBD,TPT1,FOS,HIST1H4C
12.428632,16.424316,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGLC3,CD79A,MS4A1,CD79B,HLA-DPB1
-0.518873,-11.957254,CD4+ T naive,JUNB,MALAT1,CD69,TRBC1,HIST1H4C,TNFAIP3,TPT1,H1FX
14.120821,-4.7858047,NK,NKG7,CD7,KLF6,SAT1,IL2RB,KLRD1,FCER1G,CLIC3
13.678457,17.31152,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,CD79B,IGHD,HLA-DPB1
15.942697,-0.112395346,NK,GNLY,CCL4,NKG7,GZMB,CTSW,KLRD1,CCL3,FGFBP2
6.519492,-9.283815,CD8+ T naive,CD8,JUN,CD8B,LINC02446,NUCB2,ID2,HBA1,HBB
-2.8306391,-13.002806,CD4+ T naive,FOS,JUNB,TRBC2,PCED1B-AS1,CRIP1,ARL4C,TNFAIP3,MALAT1
7.276539,14.365128,Transitional B,IGHM,CD79B,IGLC2,TCL1A,IGLC1,SOX4,HLA-DRA,CD24
-14.373187,11.958515,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,AHSP,HIST1H4C
9.271021,-10.489458,CD8+ T naive,CD8B,CD8,LINC02446,JUNB,KLRK1,TRBC2,CD8A,FOS
-2.0814543,-7.3691506,CD4+ T activated,MALAT1,CRIP1,FOS,IL7R,ITGB1,KLRB1,ANXA1,TPT1
9.679224,-8.885863,CD8+ T naive,CD8B,CD8,CD8A,FOS,JUNB,HBD,CD7,CARS
7.2240233,-10.275402,CD8+ T naive,CD8,CD8B,JUNB,ID2,PCED1B-AS1,CD8A,TPT1,LINC02446
15.959973,16.44721,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGHM,CD79A,TCL1A,CD79B,MS4A1
14.844658,16.988056,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,IGHD,CD79A,CD74,TCL1A,HLA-DPB1
-3.825325,-13.015591,CD4+ T naive,FOS,JUNB,AREG,PRKCQ-AS1,ARL4C,TRBC2,TSHZ2,BCL2
14.477639,-4.5158033,NK,NKG7,CTSW,CD7,KLRD1,GZMB,FOS,GZMM,FGFBP2
-4.3970604,-10.045358,CD4+ T activated,HIST1H4C,TRBC1,FOS,IRF1,JUNB,CRIP1,HIST1H1D,GPR183
14.692011,-4.4404173,NK,GNLY,NKG7,KLRD1,CMC1,KLF6,CTSW,IL2RB,XCL2
1.660806,7.291898,Erythroblast,HBD,HBM,AHSP,HBB,PRDX2,HMGB2,HBA1,CA1
-13.558958,12.804771,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,HBM,CA1
7.9630785,13.890188,Transitional B,IGHM,IGLC2,TCL1A,IGLC1,CD79B,HLA-DRA,VPREB3,SOX4
-0.010365006,-8.658223,CD4+ T naive,CRIP1,JUNB,HBD,HLA-DRA,TSHZ2,TRBC2,CD3G,MALAT1
-10.868138,15.197512,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,HBA1,AHSP,FOS
-13.207815,12.07421,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,AHSP,BLVRB
-4.6520977,-8.943749,CD4+ T activated,KLRB1,NEAT1,JUNB,IL7R,TNFAIP3,ANXA1,JUN,TPT1
-14.184761,13.982977,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,CA1,HBM
15.666201,-0.66783243,NK,NKG7,GNLY,CCL4,GZMB,KLRD1,FGFBP2,TYROBP,XCL2
-0.5456316,-10.4005375,CD4+ T activated,MALAT1,TRBC2,BCL11B,FOS,HBA1,JUNB,H1FX,CD74
-5.687891,-7.0053654,CD4+ T activated,IL7R,TRBC1,CRIP1,NEAT1,ANXA1,S100A11,JUN,GPR183
-12.309353,14.066027,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,TPT1,AHSP
-1.825492,-10.081321,CD4+ T activated,JUNB,TNFAIP3,TPT1,GPR183,TRAC,CRIP1,MALAT1,CITED2
10.141036,-11.021444,CD8+ T naive,CD8,CD8B,CD8A,JUN,HBA1,JUNB,GZMM,PCED1B-AS1
-4.8269796,-6.245967,CD4+ T activated,IL7R,CRIP1,HBA1,KLRB1,SAT1,TPT1,ITGB1,MALAT1
-19.887115,-5.3382907,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,NEAT1,FCN1,AC020916.1
16.192198,-0.939346,NK,GNLY,NKG7,GZMB,CCL4,PRF1,KLRD1,CLIC3,CCL3
14.912459,17.526556,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,HLA-DPB1,CD79A,CD79B
-2.4415212,-13.765839,CD4+ T naive,AL499604.1,TRBC1,FOS,IL7R,JUNB,TNFAIP3,SAT1,PIK3IP1
15.8041935,-1.6793846,NK,GNLY,NKG7,GZMB,CCL4,CST7,FGFBP2,KLRD1,PRF1
16.127548,-0.96909374,NK,GNLY,NKG7,GZMB,CCL4,PRF1,CCL3,KLRD1,GZMA
-1.4383824,-12.394016,CD4+ T naive,H1FX,JUNB,IL7R,TPT1,NEAT1,FOS,HBD,HIST1H4C
16.009926,-0.06823447,NK,GNLY,NKG7,CCL4,GZMB,FGFBP2,PRF1,KLRD1,CST7
-2.7893887,-13.339066,CD4+ T naive,IL7R,FOS,JUNB,PCED1B-AS1,NEAT1,H1FX,AL499604.1,TRAC
0.5058417,-10.193497,CD4+ T naive,FOS,MALAT1,CRIP1,GPR183,HBA1,IL7R,AL499604.1,BCL11B
-15.895816,12.835222,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,AHSP,CA1
-1.825808,-11.187815,CD4+ T naive,HIST1H4C,IL7R,CD7,H1FX,TPT1,FOS,NEAT1,JUNB
-2.6023817,-10.645802,CD4+ T activated,TNFAIP3,JUNB,IL7R,GPR183,ANXA1,CD69,SAT1,TRBC2
