gene,mean_contribution,sem_contribution,cell_type
INTS5,0.0,0.0,NK
C11orf98,0.0,0.0,NK
LBHD1,0.0,0.0,NK
CSKMT,0.000309,0.0,NK
UQCC3,0.0,0.0,NK
UBXN1,0.0,0.0,NK
BSCL2,0.0,0.0,NK
HNRNPUL2,0.0,0.0,NK
TTC9C,0.0,0.0,NK
ZBTB3,0.0,0.0,NK
POLR2G,0.0,0.0,NK
AP001160.2,0.0,0.0,NK
TAF6L,0.0,0.0,NK
TMEM223,0.0,0.0,NK
AP001160.3,0.0,0.0,NK
TMEM179B,0.0,0.0,NK
NXF1,0.0,0.0,NK
STX5,0.0,0.0,NK
AP001160.1,2.61e-05,0.0,NK
WDR74,0.0003293,0.0,NK
SNHG1,0.0,0.0,NK
SLC3A2,0.0,0.0,NK
LGALS12,0.0,0.0,NK
PLAAT4,0.001559,0.0001615,NK
PLAAT3,0.0002851,0.0,NK
ATL3,0.0,0.0,NK
RTN3,0.000191,0.0,NK
C11orf95,3e-07,0.0,NK
SPINDOC,0.0,0.0,NK
MARK2,0.0,0.0,NK
NAA40,0.0,0.0,NK
COX8A,0.0,0.0,NK
OTUB1,0.0,0.0,NK
MACROD1,0.0,0.0,NK
STIP1,0.0,0.0,NK
FERMT3,0.0,0.0,NK
TRPT1,0.0,0.0,NK
NUDT22,0.0,0.0,NK
DNAJC4,0.0,0.0,NK
VEGFB,0.0,0.0,NK
FKBP2,0.0,0.0,NK
PPP1R14B,0.000653,6.104e-05,NK
PPP1R14B-AS1,0.0,0.0,NK
PLCB3,0.0,0.0,NK
BAD,0.0,0.0,NK
GPR137,0.0,0.0,NK
ESRRA,0.0,0.0,NK
TRMT112,0.0,0.0,NK
PRDX5,0.0,0.0,NK
AP003774.2,0.0,0.0,NK
CCDC88B,0.0,0.0,NK
LINC02723,0.0,0.0,NK
RASGRP2,0.0,0.0,NK
PYGM,0.0,0.0,NK
SF1,0.0,0.0,NK
AP001462.1,0.0,0.0,NK
MAP4K2,0.0,0.0,NK
MEN1,0.0,0.0,NK
CDC42BPG,0.0,0.0,NK
EHD1,0.0,0.0,NK
ATG2A,0.0,0.0,NK
PPP2R5B,0.0,0.0,NK
ARL2,0.0,0.0,NK
SNX15,0.0,0.0,NK
SAC3D1,0.0,0.0,NK
NAALADL1,0.0,0.0,NK
CDCA5,0.0,0.0,NK
ZFPL1,0.0,0.0,NK
VPS51,0.0,0.0,NK
TM7SF2,0.0,0.0,NK
ZNHIT2,0.0,0.0,NK
FAU,0.0,0.0,NK
SYVN1,6.55e-05,0.0,NK
MRPL49,0.0,0.0,NK
CAPN1,0.0,0.0,NK
POLA2,0.0,0.0,NK
CDC42EP2,0.0,0.0,NK
DPF2,0.0,0.0,NK
TIGD3,0.0,0.0,NK
SLC25A45,0.0001305,0.0,NK
FRMD8,0.0,0.0,NK
NEAT1,0.00667,0.000576,NK
MALAT1,0.00771,0.0006547,NK
SCYL1,0.0,0.0,NK
LTBP3,8.42e-05,0.0,NK
SSSCA1-AS1,0.0,0.0,NK
ZNRD2,0.0,0.0,NK
FAM89B,0.0,0.0,NK
EHBP1L1,0.0,0.0,NK
MAP3K11,0.0,0.0,NK
PCNX3,0.0,0.0,NK
SIPA1,0.0,0.0,NK
RELA,0.0,0.0,NK
RELA-DT,0.0,0.0,NK
KAT5,0.0,0.0,NK
RNASEH2C,0.0,0.0,NK
AP5B1,0.0,0.0,NK
CFL1,0.0,0.0,NK
MUS81,0.0,0.0,NK
EFEMP2,0.0,0.0,NK
CTSW,0.007656,0.00064,NK
FIBP,0.0,0.0,NK
CCDC85B,0.0,0.0,NK
FOSL1,0.0,0.0,NK
C11orf68,0.0,0.0,NK
DRAP1,0.0,0.0,NK
SART1,0.0,0.0,NK
EIF1AD,0.0,0.0,NK
BANF1,0.0,0.0,NK
CATSPER1,0.0,0.0,NK
SF3B2,0.0,0.0,NK
PACS1,0.0,0.0,NK
KLC2,0.0,0.0,NK
RAB1B,0.0,0.0,NK
YIF1A,0.0,0.0,NK
RIN1,0.0,0.0,NK
BRMS1,0.0,0.0,NK
B4GAT1,0.0,0.0,NK
AP001107.9,0.0,0.0,NK
SLC29A2,0.0,0.0,NK
MRPL11,0.0,0.0,NK
PELI3,0.0,0.0,NK
AP002748.4,0.0,0.0,NK
DPP3,0.0,0.0,NK
BBS1,0.0,0.0,NK
ZDHHC24,0.0,0.0,NK
CTSF,0.0,0.0,NK
CCS,0.0,0.0,NK
RBM14,0.0,0.0,NK
RBM4,0.0,0.0,NK
RBM4B,0.0,0.0,NK
C11orf80,0.0,0.0,NK
RCE1,0.0,0.0,NK
PC,0.0,0.0,NK
LRFN4,0.0,0.0,NK
KDM2A,0.0,0.0,NK
GRK2,0.0,0.0,NK
ANKRD13D,0.0,0.0,NK
SSH3,0.0,0.0,NK
RAD9A,0.0,0.0,NK
POLD4,0.0,0.0,NK
CLCF1,0.0,0.0,NK
PPP1CA,0.0,0.0,NK
TBC1D10C,0.0,0.0,NK
CORO1B,0.000383,0.0,NK
CABP4,0.0,0.0,NK
TMEM134,0.0,0.0,NK
AIP,0.0,0.0,NK
PITPNM1,0.0,0.0,NK
CDK2AP2,0.0,0.0,NK
GSTP1,0.0,0.0,NK
NDUFV1,0.0,0.0,NK
NUDT8,0.0,0.0,NK
ACY3,1e-07,0.0,NK
UNC93B1,0.0,0.0,NK
ALDH3B1,0.0,0.0,NK
NDUFS8,0.0,0.0,NK
TCIRG1,0.0,0.0,NK
AP002807.1,0.0,0.0,NK
CHKA,0.0,0.0,NK
KMT5B,0.0,0.0,NK
C11orf24,0.0,0.0,NK
LRP5,0.0,0.0,NK
PPP6R3,0.0,0.0,NK
TESMIN,0.0,0.0,NK
CPT1A,0.0,0.0,NK
MRPL21,0.0,0.0,NK
IGHMBP2,0.0,0.0,NK
TPCN2,0.0,0.0,NK
CCND1,5.4e-07,0.0,NK
LTO1,0.0,0.0,NK
FADD,0.0,0.0,NK
PPFIA1,0.0,0.0,NK
AP002336.1,0.0,0.0,NK
AP000487.1,0.0,0.0,NK
CTTN,0.0,0.0,NK
DHCR7,0.0,0.0,NK
AP002387.2,0.0,0.0,NK
NADSYN1,0.0,0.0,NK
ALG1L9P,0.0,0.0,NK
FAM86C1,0.0,0.0,NK
AP002495.1,0.0,0.0,NK
RNF121,0.0,0.0,NK
IL18BP,0.0,0.0,NK
NUMA1,0.0,0.0,NK
AP002490.1,1e-06,0.0,NK
LRTOMT,0.0,0.0,NK
LAMTOR1,0.0,0.0,NK
ANAPC15,0.0,0.0,NK
FOLR3,0.0,0.0,NK
FOLR2,0.0,0.0,NK
INPPL1,0.0,0.0,NK
CLPB,0.0,0.0,NK
ARAP1,0.0,0.0,NK
STARD10,0.0,0.0,NK
AP002381.2,0.0,0.0,NK
ATG16L2,0.0,0.0,NK
FCHSD2,8.66e-05,0.0,NK
P2RY2,0.0,0.0,NK
P2RY6,0.0,0.0,NK
RELT,0.0,0.0,NK
FAM168A,0.0,0.0,NK
AP000763.3,0.0,0.0,NK
PLEKHB1,0.0,0.0,NK
RAB6A,0.0,0.0,NK
MRPL48,0.0,0.0,NK
COA4,0.0,0.0,NK
PAAF1,0.0,0.0,NK
UCP2,0.0,0.0,NK
AP003717.4,5.9e-06,0.0,NK
UCP3,0.0,0.0,NK
C2CD3,0.0,0.0,NK
PPME1,0.0,0.0,NK
P4HA3,0.0,0.0,NK
PGM2L1,0.0,0.0,NK
KCNE3,0.0,0.0,NK
LIPT2,0.0,0.0,NK
AP001372.2,0.0,0.0,NK
POLD3,0.0,0.0,NK
RNF169,0.0,0.0,NK
XRRA1,0.0,0.0,NK
SPCS2,0.0,0.0,NK
NEU3,0.0,0.0,NK
ARRB1,0.0,0.0,NK
KLHL35,0.0,0.0,NK
GDPD5,0.0,0.0,NK
SERPINH1,0.0,0.0,NK
DGAT2,0.0,0.0,NK
UVRAG,0.0,0.0,NK
AP003168.2,0.0,0.0,NK
THAP12,0.0,0.0,NK
GVQW3,0.0,0.0,NK
AP002360.1,0.0,0.0,NK
EMSY,0.0,0.0,NK
ACER3,0.0,0.0,NK
CAPN5,0.0,0.0,NK
PAK1,0.0,0.0,NK
AP003680.1,0.0,0.0,NK
CLNS1A,0.0,0.0,NK
RSF1,0.0,0.0,NK
RSF1-IT2,6e-08,0.0,NK
AAMDC,0.0,0.0,NK
INTS4,0.0,0.0,NK
NDUFC2,0.0,0.0,NK
ALG8,0.0,0.0,NK
KCTD21-AS1,0.0,0.0,NK
KCTD21,0.0,0.0,NK
USP35,0.0,0.0,NK
GAB2,0.0,0.0,NK
LINC02728,0.0,0.0,NK
NARS2,0.0,0.0,NK
PRCP,0.0,0.0,NK
DDIAS,0.0,0.0,NK
RAB30,2.366e-05,0.0,NK
RAB30-DT,0.0,0.0,NK
PCF11,0.0,0.0,NK
AP000873.2,0.0,0.0,NK
PCF11-AS1,0.0,0.0,NK
ANKRD42,0.0,0.0,NK
CCDC90B,0.0,0.0,NK
DLG2,0.0,0.0,NK
TMEM126B,0.0,0.0,NK
TMEM126A,0.0,0.0,NK
CREBZF,0.0,0.0,NK
SYTL2,0.0001554,0.0,NK
PICALM,0.0,0.0,NK
EED,0.0,0.0,NK
HIKESHI,0.0,0.0,NK
ME3,0.0,0.0,NK
PRSS23,0.000563,0.0,NK
TMEM135,0.0,0.0,NK
RAB38,0.0,0.0,NK
CTSC,0.0,0.0,NK
CHORDC1,0.0,0.0,NK
DISC1FP1,0.0,0.0,NK
SLC36A4,0.0,0.0,NK
SMCO4,0.0,0.0,NK
CEP295,0.0,0.0,NK
TAF1D,0.0,0.0,NK
C11orf54,0.0,0.0,NK
MED17,0.0,0.0,NK
PANX1,0.0,0.0,NK
MRE11,0.0,0.0,NK
ANKRD49,0.0001432,0.0,NK
FUT4,0.0,0.0,NK
PIWIL4,0.0,0.0,NK
AMOTL1,0.0,0.0,NK
CWC15,0.0,0.0,NK
SRSF8,0.0,0.0,NK
ENDOD1,0.0,0.0,NK
AP000787.1,0.0,0.0,NK
SESN3,0.0,0.0,NK
FAM76B,0.0,0.0,NK
CEP57,0.0,0.0,NK
MTMR2,0.0,0.0,NK
MAML2,0.0003855,0.0,NK
CCDC82,0.0001676,0.0,NK
JRKL,0.0,0.0,NK
ARHGAP42,0.0,0.0,NK
CEP126,1.913e-05,0.0,NK
BIRC3,0.000678,6.104e-05,NK
BIRC2,0.0,0.0,NK
TMEM123,0.0,0.0,NK
AP001830.1,6e-08,0.0,NK
DCUN1D5,0.0,0.0,NK
DYNC2H1,9.5e-07,0.0,NK
PDGFD,0.0001823,0.0,NK
CASP4,0.0,0.0,NK
CASP1,0.0001798,0.0,NK
CARD16,0.0,0.0,NK
MSANTD4,0.0,0.0,NK
KBTBD3,1.84e-05,0.0,NK
AASDHPPT,0.0,0.0,NK
AP000766.1,0.0,0.0,NK
CWF19L2,0.0,0.0,NK
ALKBH8,0.0,0.0,NK
SLC35F2,0.0,0.0,NK
RAB39A,0.0,0.0,NK
AP003307.1,0.0,0.0,NK
CUL5,0.0,0.0,NK
AP002433.1,4e-07,0.0,NK
ACAT1,0.0,0.0,NK
NPAT,0.0,0.0,NK
ATM,0.0,0.0,NK
C11orf65,0.0,0.0,NK
POGLUT3,0.0,0.0,NK
EXPH5,0.0,0.0,NK
DDX10,0.0,0.0,NK
RDX,0.0,0.0,NK
ZC3H12C,0.0,0.0,NK
FDX1,0.0,0.0,NK
POU2AF1,4.45e-05,0.0,NK
SIK2,0.0,0.0,NK
PPP2R1B,0.0,0.0,NK
ALG9,0.0,0.0,NK
FDXACB1,0.0,0.0,NK
C11orf1,0.0,0.0,NK
DIXDC1,0.0,0.0,NK
DLAT,0.0,0.0,NK
NKAPD1,0.0,0.0,NK
TIMM8B,0.0,0.0,NK
SDHD,0.0,0.0,NK
IL18,0.0,0.0,NK
BCO2,0.0,0.0,NK
PTS,0.0,0.0,NK
LINC02762,2.7e-06,0.0,NK
NCAM1,0.0002334,0.0,NK
TTC12,0.0,0.0,NK
ZW10,0.0,0.0,NK
USP28,0.000533,0.0,NK
ZBTB16,0.0005,6.104e-05,NK
C11orf71,0.0,0.0,NK
RBM7,0.0,0.0,NK
REXO2,0.000301,0.0,NK
BUD13,0.0,0.0,NK
ZPR1,0.0,0.0,NK
APOA1,1.25e-06,0.0,NK
SIK3,0.0,0.0,NK
PAFAH1B2,0.0,0.0,NK
SIDT2,0.0,0.0,NK
TAGLN,0.0,0.0,NK
PCSK7,0.0,0.0,NK
RNF214,0.0,0.0,NK
BACE1,0.0,0.0,NK
BACE1-AS,0.0,0.0,NK
CEP164,0.0,0.0,NK
FXYD2,6.74e-06,0.0,NK
FXYD6,0.0,0.0,NK
IL10RA,0.0,0.0,NK
JAML,0.0003455,0.0,NK
MPZL3,0.0,0.0,NK
MPZL2,0.0,0.0,NK
CD3E,0.002848,0.0001495,NK
CD3D,0.0,0.0,NK
CD3G,0.003454,0.0002115,NK
UBE4A,0.0,0.0,NK
AP001267.1,0.0,0.0,NK
ATP5MG,0.0,0.0,NK
KMT2A,0.0,0.0,NK
TMEM25,0.0,0.0,NK
IFT46,0.0,0.0,NK
ARCN1,0.0,0.0,NK
DDX6,0.0,0.0,NK
AP004609.3,0.0,0.0,NK
CXCR5,4.9e-06,0.0,NK
BCL9L,0.0002412,0.0,NK
CCDC84-DT,0.0,0.0,NK
CCDC84,0.0,0.0,NK
TRAPPC4,0.0,0.0,NK
SLC37A4,0.0,0.0,NK
HYOU1,0.0,0.0,NK
AP003392.5,0.0,0.0,NK
VPS11,0.0,0.0,NK
HMBS,0.0004482,0.0,NK
H2AFX,0.0,0.0,NK
DPAGT1,0.0,0.0,NK
C2CD2L,0.0,0.0,NK
HINFP,3.16e-06,0.0,NK
NLRX1,7e-07,0.0,NK
CCDC153,0.0,0.0,NK
CBL,0.0,0.0,NK
RNF26,0.0,0.0,NK
NECTIN1,0.0,0.0,NK
OAF,0.0,0.0,NK
TLCD5,0.0,0.0,NK
ARHGEF12,7.8e-05,0.0,NK
TBCEL,0.0,0.0,NK
SC5D,7.58e-05,0.0,NK
SORL1,0.0,0.0,NK
UBASH3B,0.0,0.0,NK
CRTAM,8.255e-05,0.0,NK
JHY,0.0,0.0,NK
HSPA8,0.0,0.0,NK
AP000926.2,0.0,0.0,NK
GRAMD1B,0.0,0.0,NK
ZNF202,0.0,0.0,NK
VWA5A,3.6e-07,0.0,NK
TBRG1,0.0,0.0,NK
SIAE,0.0,0.0,NK
SPA17,0.0,0.0,NK
NRGN,2.73e-05,0.0,NK
ESAM,0.0,0.0,NK
MSANTD2,0.0,0.0,NK
AP000866.6,0.0,0.0,NK
AP000866.1,0.0,0.0,NK
ROBO3,0.0,0.0,NK
CCDC15-DT,0.0,0.0,NK
CCDC15,0.0,0.0,NK
SLC37A2,0.0,0.0,NK
TMEM218,0.0,0.0,NK
FEZ1,5.73e-05,0.0,NK
EI24,0.0,0.0,NK
STT3A,0.0,0.0,NK
CHEK1,0.0,0.0,NK
HYLS1,0.0,0.0,NK
PUS3,0.0,0.0,NK
RPUSD4,0.0,0.0,NK
FAM118B,0.0,0.0,NK
SRPRA,0.0,0.0,NK
FOXRED1,0.0,0.0,NK
TIRAP,0.0,0.0,NK
DCPS,0.0,0.0,NK
GSEC,0.0,0.0,NK
ST3GAL4,0.0,0.0,NK
ETS1,0.0,0.0,NK
FLI1,0.0,0.0,NK
SENCR,0.0,0.0,NK
ARHGAP32,0.0,0.0,NK
AP003327.2,0.0,0.0,NK
NFRKB,0.0,0.0,NK
PRDM10,0.0,0.0,NK
LINC00167,0.0,0.0,NK
APLP2,0.0008054,6.104e-05,NK
ST14,0.0,0.0,NK
ZBTB44,0.0,0.0,NK
AP003486.1,0.0,0.0,NK
SNX19,0.0,0.0,NK
IGSF9B,0.0,0.0,NK
JAM3,0.0,0.0,NK
NCAPD3,0.0,0.0,NK
VPS26B,0.0,0.0,NK
THYN1,0.0,0.0,NK
ACAD8,0.0,0.0,NK
AC026369.3,0.0,0.0,NK
AC007406.5,0.0,0.0,NK
KDM5A,0.0,0.0,NK
CCDC77,0.0,0.0,NK
NINJ2,0.0,0.0,NK
AC021054.1,0.0,0.0,NK
WNK1,0.0,0.0,NK
RAD52,0.0,0.0,NK
AC004803.1,0.0,0.0,NK
ERC1,0.0,0.0,NK
FBXL14,0.0,0.0,NK
ADIPOR2,0.0,0.0,NK
CACNA2D4,0.0,0.0,NK
DCP1B,0.0,0.0,NK
CACNA1C-AS2,0.0,0.0,NK
FKBP4,0.0,0.0,NK
ITFG2-AS1,0.0,0.0,NK
ITFG2,0.0,0.0,NK
FOXM1,0.0,0.0,NK
RHNO1,0.0,0.0,NK
TULP3,0.0,0.0,NK
CRACR2A,0.0,0.0,NK
PARP11,0.0,0.0,NK
AC005842.1,5.29e-05,0.0,NK
CCND2,0.0,0.0,NK
TIGAR,0.0,0.0,NK
C12orf4,0.0,0.0,NK
RAD51AP1,0.0,0.0,NK
DYRK4,0.0,0.0,NK
NDUFA9,0.0,0.0,NK
CD9,8.43e-05,0.0,NK
TNFRSF1A,0.0,0.0,NK
LTBR,0.0,0.0,NK
CD27-AS1,0.0,0.0,NK
CD27,0.001015,6.104e-05,NK
TAPBPL,0.0,0.0,NK
VAMP1,0.0,0.0,NK
MRPL51,0.0,0.0,NK
NCAPD2,0.0,0.0,NK
GAPDH,0.0,0.0,NK
AC006064.4,0.0,0.0,NK
IFFO1,0.0,0.0,NK
NOP2,0.0,0.0,NK
CHD4,0.0,0.0,NK
AC006064.2,0.0,0.0,NK
LPAR5,0.0,0.0,NK
ACRBP,0.0,0.0,NK
ING4,0.0,0.0,NK
ZNF384,0.0,0.0,NK
COPS7A,0.0,0.0,NK
MLF2,0.0,0.0,NK
PTMS,0.0001578,0.0,NK
LAG3,3.6e-06,0.0,NK
CD4,0.0002334,0.0,NK
GPR162,0.0,0.0,NK
P3H3,0.0,0.0,NK
CDCA3,0.0,0.0,NK
USP5,0.0,0.0,NK
TPI1,0.0,0.0,NK
SPSB2,0.0,0.0,NK
LRRC23,0.0,0.0,NK
ENO2,0.0,0.0,NK
ATN1,0.0,0.0,NK
C12orf57,0.0,0.0,NK
PTPN6,0.0,0.0,NK
PHB2,0.0,0.0,NK
EMG1,0.0,0.0,NK
LPCAT3,0.0,0.0,NK
C1R,0.0,0.0,NK
C1RL,0.0,0.0,NK
C1RL-AS1,0.0,0.0,NK
CLSTN3,0.0,0.0,NK
PEX5,0.0,0.0,NK
CD163,2.28e-05,0.0,NK
CLEC4C,1.4e-06,0.0,NK
SLC2A14,0.0,0.0,NK
SLC2A3,0.0008025,6.104e-05,NK
FOXJ2,0.0,0.0,NK
C3AR1,0.0,0.0,NK
NECAP1,0.0,0.0,NK
CLEC4A,0.0,0.0,NK
FAM66C,0.0,0.0,NK
LINC00937,0.0,0.0,NK
CLEC6A,0.0,0.0,NK
CLEC4D,0.0,0.0,NK
CLEC4E,5.59e-05,0.0,NK
RIMKLB,0.0,0.0,NK
AC092490.1,0.0,0.0,NK
PHC1,0.0,0.0,NK
M6PR,0.0,0.0,NK
KLRG1,0.000499,0.0,NK
A2M-AS1,3.29e-05,0.0,NK
A2M,0.0,0.0,NK
LINC00987,0.0,0.0,NK
AC092821.3,0.0007663,6.104e-05,NK
KLRB1,0.01161,0.001078,NK
AC010186.3,2.7e-06,0.0,NK
CLEC2D,0.001318,0.00010574,NK
CLECL1,2.8e-06,0.0,NK
CD69,0.004963,0.000299,NK
KLRF1,0.006386,0.0004315,NK
CLEC2B,0.0,0.0,NK
AC091814.1,0.0,0.0,NK
CLEC12A,0.0001256,0.0,NK
CLEC12B,0.0,0.0,NK
CLEC9A,0.0,0.0,NK
CLEC7A,9.04e-05,0.0,NK
GABARAPL1,0.0,0.0,NK
KLRD1,0.012054,0.0006876,NK
AC022075.1,0.0,0.0,NK
KLRK1,0.00329,0.000386,NK
KLRC4,3.44e-05,0.0,NK
KLRC3,0.0006213,6.104e-05,NK
KLRC2,6.39e-05,0.0,NK
KLRC1,0.001352,0.0001221,NK
LINC02446,0.0004828,0.0,NK
MAGOHB,0.0,0.0,NK
YBX3,0.002708,0.0002024,NK
PRH1,0.0,0.0,NK
PRR4,0.0,0.0,NK
TAS2R14,0.0,0.0,NK
TAS2R31,0.0,0.0,NK
TAS2R30,0.0,0.0,NK
SMIM10L1,0.0,0.0,NK
LINC01252,0.0,0.0,NK
ETV6,0.0,0.0,NK
LRP6,0.0,0.0,NK
MANSC1,0.0,0.0,NK
LOH12CR2,0.0,0.0,NK
BORCS5,0.0002978,0.0,NK
DUSP16,4.274e-05,0.0,NK
CREBL2,0.0,0.0,NK
CDKN1B,0.0,0.0,NK
AC008115.3,0.0,0.0,NK
APOLD1,3.636e-05,0.0,NK
DDX47,0.0,0.0,NK
HEBP1,0.0,0.0,NK
FAM234B,0.0,0.0,NK
EMP1,0.0,0.0,NK
ATF7IP,0.0,0.0,NK
PLBD1,0.0001966,0.0,NK
PLBD1-AS1,0.0,0.0,NK
AC010168.2,2.05e-05,0.0,NK
HIST4H4,0.0,0.0,NK
H2AFJ,0.0,0.0,NK
WBP11,0.0,0.0,NK
C12orf60,0.0,0.0,NK
ART4,0.0,0.0,NK
ERP27,0.0,0.0,NK
ARHGDIB,0.0,0.0,NK
PTPRO,0.0,0.0,NK
EPS8,3.916e-05,0.0,NK
STRAP,0.0,0.0,NK
DERA,0.0,0.0,NK
MGST1,0.0,0.0,NK
PLEKHA5,0.0,0.0,NK
AEBP2,0.0,0.0,NK
PYROXD1,0.0,0.0,NK
RECQL,0.0,0.0,NK
GOLT1B,0.0,0.0,NK
LDHB,0.0,0.0,NK
CMAS,0.0,0.0,NK
ST8SIA1,0.0,0.0,NK
C2CD5,0.0,0.0,NK
ETNK1,0.0,0.0,NK
BCAT1,0.0,0.0,NK
LRMP,0.0,0.0,NK
ETFRF1,0.0,0.0,NK
KRAS,0.0,0.0,NK
AC087239.1,0.0,0.0,NK
SSPN,3.6e-07,0.0,NK
ITPR2,9.76e-05,0.0,NK
INTS13,0.0,0.0,NK
FGFR1OP2,0.0,0.0,NK
TM7SF3,0.0,0.0,NK
MED21,0.0,0.0,NK
AC092747.4,0.0,0.0,NK
STK38L,0.0,0.0,NK
PPFIBP1,9.5e-07,0.0,NK
MRPS35,0.0,0.0,NK
KLHL42,0.0,0.0,NK
CCDC91,0.0,0.0,NK
AC022364.1,0.0,0.0,NK
AC022079.1,0.0,0.0,NK
FAR2,0.0,0.0,NK
AC009318.1,0.0,0.0,NK
AC009318.3,0.0,0.0,NK
ERGIC2,0.0,0.0,NK
IPO8,0.0,0.0,NK
CAPRIN2,0.0,0.0,NK
DDX11,0.0,0.0,NK
SINHCAF,0.0,0.0,NK
AC024940.1,0.0,0.0,NK
DENND5B,3e-07,0.0,NK
ETFBKMT,1.9e-06,0.0,NK
AMN1,0.0,0.0,NK
AC023157.3,6.2e-06,0.0,NK
LINC02422,5.7e-06,0.0,NK
RESF1,0.0,0.0,NK
AC016957.2,0.0,0.0,NK
BICD1,0.0,0.0,NK
AC026356.2,0.0,0.0,NK
FGD4,0.0,0.0,NK
DNM1L,0.0,0.0,NK
YARS2,0.0,0.0,NK
PKP2,0.0,0.0,NK
ALG10,0.0,0.0,NK
ALG10B,0.0,0.0,NK
CPNE8,0.0,0.0,NK
KIF21A,3.56e-05,0.0,NK
ABCD2,0.0,0.0,NK
SLC2A13,0.0,0.0,NK
AC079630.1,0.0,0.0,NK
LRRK2,0.0001323,0.0,NK
GXYLT1,0.0,0.0,NK
YAF2,9.16e-05,0.0,NK
PPHLN1,0.0,0.0,NK
ZCRB1,0.0,0.0,NK
PRICKLE1,6e-07,0.0,NK
PUS7L,0.0,0.0,NK
IRAK4,0.0,0.0,NK
TWF1,0.0,0.0,NK
TMEM117,0.0,0.0,NK
NELL2,0.0001956,0.0,NK
ANO6,0.0,0.0,NK
AC008124.1,0.0,0.0,NK
ARID2,0.0,0.0,NK
SCAF11,0.0,0.0,NK
SLC38A1,0.0,0.0,NK
AC025031.3,0.0,0.0,NK
SLC38A2,0.0,0.0,NK
AC008014.1,0.0,0.0,NK
AC008035.1,0.0,0.0,NK
AMIGO2,0.0,0.0,NK
PCED1B,7.52e-05,0.0,NK
PCED1B-AS1,0.002415,0.0001495,NK
AC008083.3,0.0,0.0,NK
RPAP3,0.0,0.0,NK
AC004241.3,0.0,0.0,NK
AC004241.1,0.0,0.0,NK
SLC48A1,0.0,0.0,NK
HDAC7,0.0,0.0,NK
VDR,0.0,0.0,NK
TMEM106C,0.0,0.0,NK
SENP1,0.0,0.0,NK
PFKM,0.0,0.0,NK
ASB8,0.0,0.0,NK
AC024257.3,0.0,0.0,NK
ZNF641,0.0,0.0,NK
KANSL2,0.0,0.0,NK
CCNT1,0.0,0.0,NK
CACNB3,0.0,0.0,NK
DDX23,0.0,0.0,NK
CCDC65,1.62e-05,0.0,NK
FKBP11,0.000753,6.104e-05,NK
ARF3,0.0,0.0,NK
DDN-AS1,7.15e-06,0.0,NK
PRKAG1,0.0,0.0,NK
KMT2D,0.0,0.0,NK
RHEBL1,0.0,0.0,NK
LMBR1L,0.0,0.0,NK
TUBA1B,0.002432,0.0001615,NK
AC011603.2,0.0,0.0,NK
TUBA1A,0.0,0.0,NK
TUBA1C,0.0001404,0.0,NK
TROAP,0.0,0.0,NK
SPATS2,0.0,0.0,NK
KCNH3,0.0,0.0,NK
MCRS1,0.0,0.0,NK
PRPF40B,0.0,0.0,NK
FMNL3,0.0,0.0,NK
TMBIM6,0.0,0.0,NK
NCKAP5L,0.0,0.0,NK
BCDIN3D,0.0,0.0,NK
RACGAP1,0.0,0.0,NK
SMARCD1,0.0,0.0,NK
COX14,0.0,0.0,NK
AC074032.1,0.0,0.0,NK
CERS5,0.0,0.0,NK
LIMA1,4.53e-05,0.0,NK
LARP4,0.0,0.0,NK
DIP2B,0.0,0.0,NK
ATF1,0.0,0.0,NK
METTL7A,0.0,0.0,NK
SLC11A2,2.32e-05,0.0,NK
LETMD1,0.0,0.0,NK
CSRNP2,2.48e-05,0.0,NK
TFCP2,0.0,0.0,NK
POU6F1,0.0,0.0,NK
AC139768.1,0.0,0.0,NK
DAZAP2,0.0,0.0,NK
SMAGP,0.0,0.0,NK
BIN2,0.0,0.0,NK
CELA1,6e-08,0.0,NK
GALNT6,0.0,0.0,NK
SLC4A8,0.0,0.0,NK
ACVR1B,0.0,0.0,NK
GRASP,0.0,0.0,NK
NR4A1,0.0001479,0.0,NK
ATG101,0.0,0.0,NK
KRT1,0.0,0.0,NK
KRT8,0.0,0.0,NK
KRT18,0.0,0.0,NK
EIF4B,0.0,0.0,NK
AC068888.2,0.0,0.0,NK
AC068888.1,0.0,0.0,NK
SPRYD3,0.0,0.0,NK
IGFBP6,0.0,0.0,NK
CSAD,0.0,0.0,NK
ZNF740,0.0,0.0,NK
ITGB7,0.0001804,0.0,NK
RARG,0.0,0.0,NK
MFSD5,0.0,0.0,NK
ESPL1,0.0,0.0,NK
PFDN5,0.0,0.0,NK
AC073611.1,0.0,0.0,NK
C12orf10,0.0,0.0,NK
AAAS,0.0,0.0,NK
SP1,0.0,0.0,NK
PRR13,0.0,0.0,NK
PCBP2,0.0,0.0,NK
PCBP2-OT1,0.0,0.0,NK
MAP3K12,0.0,0.0,NK
AC023509.3,0.0,0.0,NK
TARBP2,0.0,0.0,NK
NPFF,0.0,0.0,NK
ATF7,0.0,0.0,NK
AC023509.2,0.0,0.0,NK
ATP5MC2,0.0,0.0,NK
CALCOCO1,0.0,0.0,NK
SMUG1,0.0,0.0,NK
CBX5,0.0,0.0,NK
HNRNPA1,0.0,0.0,NK
NFE2,0.0,0.0,NK
COPZ1,0.0,0.0,NK
GPR84,0.0,0.0,NK
